Brand,Model,AgeOfBrand(yrs),Price(USD),Stars,Weight(oz),TrueToSize(%),TrueToWidth(%),ArchSupport(%)
361 Degrees,Sensation 4,17,135.00,null,12.2,null,null,null
361 Degrees,Sensation 4,17,135.00,null,12.2,null,null,null
361 Degrees,Strata 3,17,155.00,5,12,100,100,100
361 Degrees,Strata 3,17,155.00,5,12,100,100,100
Adidas,I-5923,71,130.00,5,9,null,null,null
Adidas,Runfalcon,71,60.00,null,10.4,null,null,null
Adidas,90s Valasion,71,48.00,null,12.4,null,null,null
Adidas,Alphabounce 3,71,91.88,4,10.2,100,100,83
Adidas,Alphabounce 3,71,100.00,4,10.2,100,100,83
Adidas,Alphabounce 3,71,89.36,4,10.2,100,100,83
Adidas,Alphabounce 3,71,88.38,4,10.2,100,100,83
Adidas,Alphabounce RC 2,71,80.00,5,13,67,100,83
Adidas,Alphabounce RC 2,71,80.00,5,13,67,100,83
Adidas,Alphabounce RC 2,71,80.00,5,13,67,100,83
Adidas,Astrarun,71,93.00,null,10.8,null,null,null
Adidas,Astrarun,71,100.00,null,10.8,null,null,null
Adidas,Astrarun,71,66.92,null,10.8,null,null,null
Adidas,Duramo SL,71,65.00,5,9,100,100,100
Adidas,Duramo SL,71,65.00,5,9,100,100,100
Adidas,Duramo SL,71,65.00,5,9,100,100,100
Adidas,Duramo SL,71,65.00,5,9,100,100,100
Adidas,Duramo SL,71,65.00,5,9,100,100,100
Adidas,Edge XT,71,80.00,5,15.8,100,100,100
Adidas,Edge XT,71,80.00,5,15.8,100,100,100
Adidas,Edge XT,71,70.56,5,15.8,100,100,100
Adidas,Edge XT,71,90.00,5,15.8,100,100,100
Adidas,Energyfalcon,71,70.00,4,15,50,83,73
Adidas,Energyfalcon,71,70.00,4,15,50,83,73
Adidas,Energyfalcon,71,48.94,4,15,50,83,73
Adidas,Energyfalcon,71,54.97,4,15,50,83,73
Adidas,Energyfalcon,71,55.00,4,15,50,83,73
Adidas,Energyfalcon,71,70.00,4,15,50,83,73
Adidas,Energyfalcon,71,69.50,4,15,50,83,73
Adidas,Energyfalcon,71,70.00,4,15,50,83,73
Adidas,Energyfalcon,71,70.00,4,15,50,83,73
Adidas,Energyfalcon,71,70.00,4,15,50,83,73
Adidas,Nova Flow,71,57.20,5,8,100,100,100
Adidas,Nova Flow,71,53.79,5,8,100,100,100
Adidas,Nova Flow,71,65.00,5,8,100,100,100
Adidas,Nova Flow,71,65.00,5,8,100,100,100
Adidas,Nova Flow,71,65.00,5,8,100,100,100
Adidas,Nova Run,71,84.38,5,13,100,100,100
Adidas,Nova Run,71,63.00,5,13,100,100,100
Adidas,Nova Run,71,90.00,5,13,100,100,100
Adidas,Nova Run,71,90.00,5,13,100,100,100
Adidas,Nova Run,71,63.00,5,13,100,100,100
Adidas,PulseBOOST HD,71,88.00,4,11,85,75,77
Adidas,PulseBOOST HD,71,104.96,4,11,85,75,77
Adidas,Questar Climacool,71,80.00,3,13,100,100,100
Adidas,Response Trail,71,59.97,3,12,86,100,100
Adidas,Response Trail,71,53.00,3,12,86,100,100
Adidas,Response Trail,71,38.00,3,12,86,100,100
Adidas,SenseBOOST GO,71,120.00,5,9,80,100,89
Adidas,SenseBOUNCE +,71,100.00,null,12.4,null,null,null
Adidas,SenseBOUNCE +,71,100.00,5,12.4,57,100,71
Adidas,SenseBOUNCE + Street,71,80.00,5,11.8,100,100,50
Adidas,SenseBOUNCE + Street,71,80.00,5,11.8,100,100,50
Adidas,SenseBOUNCE + Street,71,79.99,5,11.8,100,100,50
Adidas,SL20,71,73.90,null,8.2,null,null,null
Adidas,SL20,71,72.54,null,8.2,null,null,null
Adidas,SL20,71,69.39,null,8.2,null,null,null
Adidas,SL20 Ready,71,120.00,null,8,null,null,null
Adidas,Solar Boost 19,71,160.00,null,10.8,null,null,null
Adidas,Solar Boost 19,71,160.00,null,10.8,null,null,null
Adidas,Solar Boost 19,71,160.00,null,10.8,null,null,null
Adidas,Ultraboost 19,71,125.99,4,10,75,96,72
Adidas,Ultraboost 19,71,125.99,4,10,75,96,72
Adidas,Ultraboost 19,71,180.00,4,11.4,75,96,72
Adidas,Ultraboost 19,71,162.99,4,10,76,93,68
Adidas,Ultraboost 20,71,180.00,4,11.8,81,100,59
Adidas,Ultraboost 20,71,180.00,4,11.8,81,100,59
Adidas,Ultraboost 20,71,180.00,4,11.8,81,100,59
Adidas,Ultraboost 20,71,180.00,4,11.8,81,100,59
Adidas,Ultraboost 20,71,180.00,4,11.8,81,100,59
Adidas,Ultraboost 20,71,180.00,4,11.8,81,100,59
Adidas,Ultraboost 20,71,180.00,4,11.8,81,100,59
Adidas,Ultraboost 20,71,180.00,4,11.8,81,100,59
Adidas,Ultraboost 20,71,180.00,4,11.8,81,100,59
Adidas,Ultraboost 20,71,179.95,4,11.8,81,100,59
Adidas,Ultraboost 20,71,180.00,4,11.8,81,100,59
Adidas,Ultraboost 20,71,179.95,4,11.8,81,100,59
Adidas,Ultraboost 20,71,180.00,4,11.8,81,100,59
Adidas,Ultraboost 20 SB,71,180.00,5,11,100,100,100
Adidas,Ultraboost DNA,71,180.00,null,11,null,null,null
Adidas,Ultraboost DNA,71,180.00,null,11,null,null,null
Adidas,Ultraboost DNA,71,180.00,null,11,null,null,null
Adidas,Ultraboost Parley,71,180.00,null,11,null,null,null
Adidas,Ultraboost S.RDY,71,179.95,null,26,null,null,null
Adidas,Ultraboost S.RDY,71,179.95,null,26,null,null,null
Altra Footwear,Duo 1.5,11,99.93,3,10,100,100,100
Altra Footwear,Duo 1.5,11,90.99,3,10,100,100,100
Altra Footwear,Escalante 2,11,129.95,4,12,81,67,71
Altra Footwear,Escalante 2,11,129.95,4,12,81,67,71
Altra Footwear,Escalante 2,11,129.95,4,12,81,67,71
Altra Footwear,Escalante 2,11,130.00,4,12,79,62,67
Altra Footwear,Escalante 2,11,129.95,4,12,81,67,71
Altra Footwear,Escalante 2,11,129.95,4,12,81,67,71
Altra Footwear,Escalante 2,11,130.00,4,12,79,62,67
Altra Footwear,Paradigm 4.5,11,149.95,4,12,65,88,56
Altra Footwear,Paradigm 4.5,11,149.95,4,12,65,88,56
Altra Footwear,Paradigm 4.5,11,149.95,4,12,65,88,56
Altra Footwear,Paradigm 4.5,11,149.95,4,12,65,88,56
Altra Footwear,Provision 4,11,129.95,4,10,100,100,67
Altra Footwear,Provision 4,11,129.95,4,10,100,100,67
Altra Footwear,Provision 4,11,129.95,4,10,100,100,67
Altra Footwear,Provision 4,11,129.95,4,10,100,100,67
Altra Footwear,Torin 4,11,107.99,4,10,79,88,88
Altra Footwear,Torin 4,11,107.99,4,10,79,88,88
Altra Footwear,Torin 4,11,107.99,4,10,79,88,88
Altra Footwear,Torin 4 Plush,11,112.99,4,12,67,91,64
Altra Footwear,Vanish XC,11,79.95,5,6.2,100,100,50
Altra Footwear,Vanish XC,11,79.95,5,6.2,100,100,50
Altra Footwear,Vanish XC,11,79.95,5,6.2,100,100,50
Altra Footwear,Vanish XC,11,79.95,5,6.2,100,100,50
Altra Footwear,Vanish-R,11,99.95,3,5,42,50,64
Altra Footwear,Vanish-R,11,99.95,3,5,42,50,64
Altra Footwear,Vanish-R,11,99.95,3,5,42,50,64
Altra Footwear,Vanish-R,11,99.95,3,5,42,50,64
Altra Footwear,Vanish-R,11,99.95,3,5,42,50,64
Altra Footwear,Viho,11,99.95,4,10,100,67,83
Altra Footwear,Viho,11,99.95,4,10,100,67,83
Altra Footwear,Viho,11,99.95,4,10,100,67,83
ASICS,Dynaflyte 4,71,119.95,null,10,null,null,null
ASICS,Dynaflyte 4,71,119.95,null,10,null,null,null
ASICS,GEL-Contend 5 Walker,71,58.94,5,10,40,87,87
ASICS,GEL-Contend 5 Walker,71,58.50,5,10,40,87,87
ASICS,GEL-Contend 6,71,44.94,4,10,92,75,69
ASICS,GEL-Contend 6,71,49.95,4,10,92,75,69
ASICS,GEL-Contend 6,71,49.95,4,10,92,75,69
ASICS,GEL-Contend 6,71,49.95,4,10,92,75,69
ASICS,GEL-Contend 6,71,49.95,4,10,92,75,69
ASICS,GEL-Contend 6,71,49.95,4,10,92,75,69
ASICS,GEL-Contend 6,71,49.95,4,10,92,75,69
ASICS,GEL-Cumulus 21,71,99.95,4,11,90,97,84
ASICS,GEL-Cumulus 21,71,99.95,4,11,90,97,84
ASICS,GEL-Cumulus 21,71,99.95,4,11,90,97,84
ASICS,GEL-Cumulus 21,71,99.95,4,11,90,97,84
ASICS,GEL-Cumulus 21,71,99.95,4,11,90,97,84
ASICS,GEL-Cumulus 21,71,99.95,4,11,90,97,84
ASICS,GEL-Cumulus 21,71,99.95,4,11,90,97,84
ASICS,GEL-Cumulus 21 Lite-Show,71,119.95,null,11,null,null,null
ASICS,GEL-DS Trainer 25,71,129.95,5,10,100,100,100
ASICS,GEL-DS Trainer 26,71,129.95,5,10,100,100,100
ASICS,GEL-DS Trainer 27,71,129.95,5,10,100,100,100
ASICS,GEL-DS Trainer 28,71,129.95,5,10,100,100,100
ASICS,GEL-DS Trainer 29,71,129.95,5,10,100,100,100
ASICS,GEL-Excite 6,71,67.50,4,12,88,92,81
ASICS,GEL-Excite 6,71,67.50,4,12,88,92,81
ASICS,GEL-Excite 6,71,52.97,4,12,88,92,81
ASICS,GEL-Excite 7,71,59.94,5,10,88,100,76
ASICS,GEL-Excite 7,71,59.94,5,10,88,100,76
ASICS,GEL-Excite 7,71,59.94,5,10,88,100,76
ASICS,GEL-Excite 7,71,59.94,5,10,88,100,76
ASICS,GEL-Excite 7,71,59.94,5,10,88,100,76
ASICS,GEL-Excite 7,71,59.94,5,10,88,100,76
ASICS,GEL-Kayano 26,71,119.95,4,13,79,86,70
ASICS,GEL-Kayano 26,71,119.95,4,13,79,86,70
ASICS,GEL-Kayano 26,71,119.95,4,13,79,86,70
ASICS,GEL-Kayano 26,71,119.95,4,13,79,86,70
ASICS,GEL-Kayano 26,71,119.95,4,13,79,86,70
ASICS,GEL-Kayano 26,71,119.95,4,13,79,86,70
ASICS,GEL-Kayano 26,71,119.95,4,13,79,86,70
ASICS,GEL-Kayano 26,71,119.95,4,13,79,86,70
ASICS,GEL-Kayano 26,71,119.95,4,13,79,86,70
ASICS,GEL-Kayano 26,71,119.95,4,13,79,86,70
ASICS,GEL-Kayano 26,71,119.95,4,13,79,86,70
ASICS,GEL-Kayano 26,71,119.95,4,13,79,86,70
ASICS,GEL-Kayano 26,71,119.95,4,13,79,86,70
ASICS,GEL-Kayano 26,71,119.95,4,13,79,86,70
ASICS,GEL-Kumo Lyte,71,59.94,3,11,71,67,100
ASICS,GEL-Nimbus 22,71,149.95,4,12,90,85,85
ASICS,GEL-Nimbus 22,71,149.95,4,12,90,85,85
ASICS,GEL-Nimbus 22,71,149.95,4,12,90,85,85
ASICS,GEL-Nimbus 22,71,149.95,4,12,90,85,85
ASICS,GEL-Nimbus 22,71,149.95,4,12,90,85,85
ASICS,GEL-Nimbus 22,71,149.95,4,12,90,85,85
ASICS,GEL-Nimbus 22,71,149.95,4,12,90,85,85
ASICS,GEL-Nimbus 22,71,149.95,4,12,90,85,85
ASICS,GEL-Nimbus 22,71,149.95,4,12,90,85,85
ASICS,GEL-Nimbus 22,71,149.95,4,12,90,85,85
ASICS,GEL-Nimbus 22,71,149.95,4,12,90,85,85
ASICS,GEL-Nimbus 22,71,149.95,4,12,90,85,85
ASICS,GEL-Nimbus 22,71,149.95,4,12,90,85,85
ASICS,GEL-Nimbus 22,71,149.95,4,12,90,85,85
ASICS,GEL-Nimbus 22,71,149.95,4,12,90,85,85
ASICS,GEL-Quantum 180 4,71,89.95,4,14,90,81,73
ASICS,GEL-Quantum Infinity 2,71,179.95,null,15,null,null,null
ASICS,GEL-Quantum Infinity 2,71,179.95,null,15,null,null,null
ASICS,GEL-Quantum Infinity 2,71,179.95,null,15,null,null,null
ASICS,GEL-Quantum 180 5,71,120.00,5,11,75,75,100
ASICS,GEL-Quantum 180 5,71,120.00,5,11,75,75,100
ASICS,GEL-Quantum 180 5,71,120.00,5,11,75,75,100
ASICS,GEL-Quantum 180 5,71,120.00,5,11,75,75,100
ASICS,GEL-Quantum 180 5,71,120.00,5,11,75,75,100
ASICS,GEL-Quantum 180 5,71,120.00,5,11,75,75,100
ASICS,GEL-Quantum 360 5,71,149.95,4,14,57,78,100
ASICS,GEL-Quantum 360 5,71,119.95,4,14,57,78,100
ASICS,GEL-Quantum 360 5,71,149.95,4,14,57,78,100
ASICS,GEL-Quantum 360 5,71,149.95,4,14,57,78,100
ASICS,GEL-Quantum 360 5,71,134.99,4,14,57,78,100
ASICS,GEL-Quantum 90 2,71,67.94,5,10,100,100,67
ASICS,GEL-Quantum 90 2,71,67.94,5,10,100,100,67
ASICS,GEL-Quantum 90 2,71,67.94,5,10,100,100,67
ASICS,GEL-Quantum 90 2,71,67.94,5,10,100,100,67
ASICS,GT-1000 8,71,67.50,4,11,83,76,84
ASICS,GT-1000 8,71,62.92,4,11,83,76,84
ASICS,GT-1000 8,71,67.50,4,11,83,76,84
ASICS,GT-1000 9,71,99.95,4,10,100,75,60
ASICS,GT-1000 9,71,99.95,4,10,100,75,60
ASICS,GT-1000 9,71,99.95,4,10,100,75,60
ASICS,GT-1000 9,71,99.95,4,10,100,75,60
ASICS,GT-1000 9,71,99.95,4,10,100,75,60
ASICS,GT-1000 9,71,99.95,4,10,100,75,60
ASICS,GT-1000 9,71,99.95,4,10,100,75,60
ASICS,GT-2000 8,71,119.95,4,10,75,69,65
ASICS,GT-2000 8,71,119.95,4,10,75,69,65
ASICS,GT-2000 8,71,119.95,4,10,75,69,65
ASICS,GT-2000 8,71,119.95,4,10,75,69,65
ASICS,GT-2000 8,71,119.95,4,10,75,69,65
ASICS,GT-2000 8,71,119.95,4,10,75,69,65
ASICS,GT-2000 8,71,119.95,4,10,75,69,65
ASICS,GT-2000 8,71,119.95,4,10,75,69,65
ASICS,GT-2000 8,71,119.95,4,10,75,69,65
ASICS,GT-2000 8,71,119.95,4,10,75,69,65
ASICS,GT-2000 8,71,119.95,4,10,75,69,65
ASICS,GT-2000 8,71,119.95,4,10,75,69,65
ASICS,GT-2000 8 GTX,71,129.95,5,17,67,100,67
ASICS,GT-2000 8 Trail,71,119.95,5,13,100,100,60
ASICS,Novablast,71,129.95,5,10,83,100,67
ASICS,Novablast,71,129.95,5,10,83,100,67
ASICS,Novablast,71,129.95,5,10,83,100,67
ASICS Tiger,Gel-Quantum Infinity Jin,71,112.99,null,14.4,null,null,null
ASICS Tiger,Gel-Quantum Infinity Jin,71,140.00,null,14.4,null,null,null
ASICS Tiger,Gel-Quantum Infinity Jin,71,97.99,null,14.4,null,null,null
Brooks,Addiction 13,106,99.95,4,17,64,82,68
Brooks,Addiction 14,106,129.95,4,10,67,79,71
Brooks,Addiction 14,106,129.95,4,10,67,79,71
Brooks,Adrenaline GTS 20,106,130.00,4,10,84,90,66
Brooks,Adrenaline GTS 20,106,129.95,4,10,84,90,66
Brooks,Adrenaline GTS 20,106,129.95,4,10,84,90,66
Brooks,Adrenaline GTS 20,106,129.95,4,10,84,90,66
Brooks,Adrenaline GTS 20,106,129.95,4,10,84,90,66
Brooks,Adrenaline GTS 20,106,130.00,4,10,84,90,66
Brooks,Adrenaline GTS 20,106,129.95,4,10,84,90,66
Brooks,Adrenaline GTS 20,106,129.95,4,10,84,90,66
Brooks,Adrenaline GTS 20,106,130.00,4,10,84,90,66
Brooks,Adrenaline GTS 20,106,129.95,4,10,84,90,66
Brooks,Adrenaline GTS 20,106,129.95,4,10,84,90,66
Brooks,Adrenaline GTS 20,106,130.00,4,10,84,90,66
Brooks,Adrenaline GTS 20,106,129.95,4,10,84,90,66
Brooks,Adrenaline GTS 20,106,129.95,4,10,84,90,66
Brooks,Adrenaline GTS 20,106,129.95,4,10,84,90,66
Brooks,Adrenaline GTS 20,106,129.95,4,10,84,90,66
Brooks,Anthem 2,106,56.94,4,10,87,92,71
Brooks,Anthem 2,106,62.94,4,10,87,92,71
Brooks,Anthem 3,106,69.95,4,0.8,100,100,100
Brooks,Anthem 3,106,69.95,4,0.8,100,100,100
Brooks,Anthem 3,106,69.95,4,0.8,100,100,100
Brooks,Beast '18,106,99.95,4,14.6,87,90,55
Brooks,Beast '18,106,99.95,4,14.6,87,90,55
Brooks,Beast '20,106,160.00,4,13,89,79,78
Brooks,Beast '20,106,160.00,4,13,89,79,78
Brooks,Bedlam 2,106,149.95,4,12,100,100,33
Brooks,Bedlam 2,106,149.95,4,12,100,100,33
Brooks,Dyad 10,106,99.95,4,14,85,69,69
Brooks,Dyad 10,106,89.97,4,14,85,69,69
Brooks,Dyad 11,106,130.00,4,13,100,100,80
Brooks,Dyad 11,106,130.00,4,13,100,100,80
Brooks,Ghost 12,106,129.95,4,10,86,85,81
Brooks,Ghost 12,106,129.95,4,10,86,85,81
Brooks,Ghost 12,106,129.95,4,10,86,85,81
Brooks,Ghost 12,106,129.95,4,10,86,85,81
Brooks,Ghost 12,106,129.95,4,10,86,85,81
Brooks,Ghost 12,106,129.95,4,10,86,85,81
Brooks,Ghost 12,106,129.95,4,10,86,85,81
Brooks,Ghost 12,106,129.95,4,10,86,85,81
Brooks,Ghost 12,106,129.95,4,10,86,85,81
Brooks,Ghost 12,106,129.95,4,10,86,85,81
Brooks,Ghost 12,106,129.95,4,10,86,85,81
Brooks,Ghost 12,106,129.95,4,10,86,85,81
Brooks,Ghost 12,106,129.95,4,10,86,85,81
Brooks,Ghost 12,106,129.95,4,10,86,85,81
Brooks,Ghost 12,106,129.95,4,10,86,85,81
Brooks,Ghost 12,106,129.95,4,10,86,85,81
Brooks,Ghost 12,106,129.95,4,10,86,85,81
Brooks,Ghost 12,106,129.95,4,10,86,85,81
Brooks,Ghost 12,106,129.95,4,10,86,85,81
Brooks,Ghost 12,106,129.95,4,10,86,85,81
Brooks,Ghost 12 GTX,106,159.95,4,12,100,100,100
Brooks,Glycerin 18,106,150.00,4,10,100,100,69
Brooks,Glycerin 18,106,150.00,4,10,100,100,69
Brooks,Glycerin 18,106,149.95,4,10,100,100,69
Brooks,Glycerin 18,106,150.00,4,10,100,100,69
Brooks,Glycerin 18,106,150.00,4,10,100,100,69
Brooks,Launch 7,106,100.00,4,22,67,100,67
Brooks,Launch 7,106,100.00,4,22,67,100,67
Brooks,Launch 7,106,100.00,4,22,67,100,67
Brooks,Launch 7,106,100.00,4,22,67,100,67
Brooks,Launch 7,106,100.00,4,22,67,100,67
Brooks,Launch 7,106,99.95,4,22,67,100,67
Brooks,Levitate 2,106,89.93,4,13,89,93,68
Brooks,Levitate 2,106,98.94,4,13,89,93,68
Brooks,Levitate 2,106,82.50,4,13,89,93,68
Brooks,Levitate 2,106,98.94,4,13,89,93,68
Brooks,Levitate 2,106,84.94,4,13,89,93,68
Brooks,Levitate 2,106,89.94,4,13,89,93,68
Brooks,Levitate 2,106,89.95,4,13,89,93,68
Brooks,Levitate 2,106,98.94,4,13,89,93,68
Brooks,Levitate 2,106,84.94,4,13,89,93,68
Brooks,Levitate 2,106,89.90,4,13,89,93,68
Brooks,Levitate 3,106,149.95,4,12,88,75,75
Brooks,Levitate 3,106,149.95,4,12,88,75,75
Brooks,Levitate 3,106,149.95,4,12,88,75,75
Brooks,Levitate 3,106,149.95,4,12,88,75,75
Brooks,Levitate 3,106,149.95,4,12,88,75,75
Brooks,Levitate 3,106,150.00,4,12,88,75,75
Brooks,Levitate 3,106,149.95,4,12,88,75,75
Brooks,PureFlow 7,106,89.95,4,10,82,80,88
Brooks,PureFlow 7,106,89.95,4,10,82,80,88
Brooks,PureFlow 7,106,89.95,4,10,82,80,88
Brooks,Ravenna 11,106,110.00,4,22,88,100,86
Brooks,Ravenna 11,106,110.00,4,22,88,100,86
Brooks,Revel 3,106,79.95,5,9,88,86,71
Brooks,Revel 3,106,79.95,5,9,88,86,71
Brooks,Revel 3,106,79.95,5,9,88,86,71
Brooks,Revel 3,106,79.95,5,9,88,86,71
Brooks,Revel 3,106,79.95,5,9,88,86,71
Brooks,Revel 3,106,79.95,5,9,88,86,71
Brooks,Revel 3,106,79.95,5,9,88,86,71
Brooks,Revel 3,106,79.95,5,9,88,86,71
Brooks,Revel 3,106,79.95,5,9,88,86,71
Brooks,Revel 3,106,79.95,5,9,88,86,71
Brooks,Revel 3,106,79.95,5,9,88,86,71
Brooks,Ricochet 2,106,120.00,4,10,100,100,100
Brooks,Ricochet 2,106,120.00,4,10,100,100,100
Hoka One One,Akasa,11,139.95,4,12,92,100,58
Hoka One One,Akasa,11,139.95,4,12,92,100,58
Hoka One One,Arahi 4,11,129.95,4,10.4,100,91,73
Hoka One One,Arahi 4,11,129.95,4,10.4,100,91,73
Hoka One One,Arahi 4,11,129.95,4,10.4,100,91,73
Hoka One One,Bondi 6,11,149.95,4,13,82,85,72
Hoka One One,Bondi 6,11,149.95,4,13,82,85,72
