Brand,Model,AgeOfBrand(yrs),Price(USD),Stars,Weight(oz),TrueToSize(%),TrueToWidth(%),ArchSupport(%)
Nike,Legend React 2,56,100.00,5,11,100,100,50
Nike,Legend React 2,56,100.00,5,11,100,100,50
Nike,Legend React 2,56,100.00,5,11,100,100,50
Nike,Legend React 2,56,93.75,5,11,100,100,50
Nike,Legend React 2,56,74.97,5,11,100,100,50
Nike,Odyssey React 2 Shield,56,97.50,5,11,100,100,100
Nike,Quest 2,56,75.00,5,8.1,88,100,94
Nike,Quest 2,56,57.97,5,8.1,88,100,94
Nike,Quest 2,56,75.00,5,8.1,88,100,94
Nike,Quest 2,56,75.00,5,8.1,88,100,94
Nike,Quest 2 SE,56,56.25,5,9.5,100,100,100
Nike,Quest 2 SE,56,75.00,5,9.5,100,100,100
Nike,React Infinity Run FK,56,160.00,5,10.27,null,null,null
Nike,React Infinity Run FK,56,160.00,5,10.27,null,null,null
Nike,React Infinity Run FK,56,160.00,5,10.27,null,null,null
Nike,Renew Ride,56,61.03,4,8.4,100,75,100
Nike,Renew Ride,56,61.31,4,8.4,100,75,100
Nike,Renew Ride,56,57.19,4,8.4,100,75,100
Nike,Renew Ride,56,68.85,4,8.4,100,75,100
Nike,Renew Ride,56,64.50,4,8.4,100,75,100
Nike,Renew Ride,56,56.25,4,8.4,100,75,100
Nike,Renew Ride,56,75.00,4,8.4,100,75,100
Nike,Renew Run,56,64.98,5,12.2,73,77,82
Nike,Renew Run,56,85.16,5,12.2,73,77,82
Nike,Renew Run,56,90.00,5,12.2,73,77,82
Nike,Renew Run,56,71.21,5,12.2,73,77,82
Nike,Renew Run,56,70.88,5,12.2,73,77,82
Nike,Renew Run,56,50.00,5,12.2,73,77,82
Nike,Renew Run,56,82.35,5,12.2,73,77,82
Nike,Renew Run,56,50.00,5,12.2,73,77,82
Nike,Renew Run,56,90.00,5,12.2,73,77,82
Nike,Revolution 5,56,65.00,4,11.4,86,93,57
Nike,Revolution 5,56,48.75,4,11.4,86,93,57
Nike,Revolution 5,56,60.94,4,11.4,86,93,57
Nike,Revolution 5,56,65.00,4,11.4,86,93,57
Nike,Revolution 5,56,48.74,4,11.4,86,93,57
Nike,Revolution 5,56,65.00,4,11.4,86,93,57
Nike,Revolution 5,56,48.75,4,11.4,86,93,57
Nike,Revolution 5,56,61.34,4,11.4,86,93,57
Nike,Revolution 5,56,65.00,4,11.4,86,93,57
Nike,Revolution 5,56,65.00,4,11.4,86,93,57
Nike,Revolution 5,56,65.00,4,11.4,86,93,57
Nike,Run All Day 2,56,70.00,4,9.6,91,100,80
Nike,Run All Day 2,56,64.58,4,9.6,91,100,80
Nike,Run All Day 2,56,52.50,4,9.6,91,100,80
Nike,Run All Day 2,56,65.71,4,9.6,91,100,80
Nike,Run All Day 2,56,70.00,4,9.6,91,100,80
Nike,Run All Day 2,56,63.79,4,9.6,91,100,80
Nike,Todos,56,60.00,3,9,100,100,100
Nike,Todos,56,60.00,3,9,100,100,100
Nike,Todos,56,60.00,3,9,100,100,100
Nike,Zoom Gravity,56,69.64,3,9,33,78,56
On,Cloud 2.0,10,129.99,4,9,81,92,77
On,Cloud 2.0,10,129.99,4,9,81,92,77
On,Cloud 2.0,10,129.99,4,9,81,92,77
On,Cloud 2.0,10,129.99,4,9,81,92,77
On,Cloud 2.0,10,129.99,4,9,81,92,77
On,Cloud 2.0,10,129.99,4,9,81,92,77
On,Cloud 2.0,10,129.99,4,9,81,92,77
On,Cloud 2.0,10,129.99,4,9,81,92,77
On,Cloud 70 | 30,10,129.99,5,9,100,100,100
On,Cloud 70 | 30,10,129.99,5,9,100,100,100
On,Cloud 70 | 30,10,129.99,5,9,100,100,100
On,Cloud Dip,10,159.99,2,9.96,100,100,50
On,Cloud Dip,10,159.99,2,9.96,100,100,50
On,Cloud Dip,10,159.99,2,9.96,100,100,50
On,Cloud Hi,10,169.99,5,13.8,50,50,50
On,Cloud Hi,10,169.99,5,13.8,50,50,50
On,Cloud Hi,10,169.99,5,13.8,50,50,50
On,Cloud Hi,10,169.99,5,13.8,50,50,50
On,Cloud Terry,10,149.99,5,9,82,91,45
On,Cloud Terry,10,149.99,5,9,82,91,45
On,Cloud Waterproof,10,149.99,4,11,78,90,86
On,Cloud Waterproof,10,149.99,4,11,78,90,86
On,Cloud Waterproof,10,149.99,4,11,78,90,86
On,Cloud X,10,139.99,4,10,74,84,80
On,Cloud X,10,139.99,4,10,74,84,80
On,Cloud X,10,139.99,4,10,74,84,80
On,Cloud X,10,139.99,4,10,74,84,80
On,Cloud X,10,139.99,4,10,74,84,80
On,Cloudace,10,199.99,4,13,83,100,67
On,Cloudace,10,199.99,4,13,83,100,67
On,Cloudace,10,199.99,4,13,83,100,67
On,Cloudace,10,199.99,4,13,83,100,67
On,Cloudace,10,199.99,4,13,83,100,67
On,Cloudflow,10,139.99,4,9,84,95,77
On,Cloudflow,10,139.99,4,9,84,95,77
On,Cloudflow,10,139.99,4,9,84,95,77
On,Cloudflyer,10,159.99,4,10.6,86,91,84
On,Cloudflyer,10,159.00,4,10.6,86,91,84
On,Cloudflyer,10,159.99,4,10.6,86,91,84
On,Cloudflyer Waterproof,10,179.99,4,12,83,83,83
On,Cloudrush,10,129.99,4,9,67,100,100
On,Cloudstratus,10,169.99,5,12,81,93,56
On,Cloudstratus,10,169.99,5,12,81,93,56
On,Cloudstratus,10,169.99,5,12,81,93,56
On,Cloudstratus,10,169.99,5,12,81,93,56
On,Cloudsurfer,10,149.99,4,14,80,95,69
On,Cloudsurfer,10,149.99,4,14,80,95,69
On,Cloudsurfer,10,149.99,4,14,80,95,69
On,Cloudswift,10,149.99,5,11,85,91,69
On,Cloudswift,10,149.99,5,11,85,91,69
On,Cloudswift,10,149.99,5,11,85,91,69
On,Cloudswift,10,149.99,5,11,85,91,69
On,Cloudswift,10,149.99,5,11,85,91,69
On,Cloudswift,10,149.99,5,11,85,91,69
Reebok,Forever Floatride Energy,62,75.00,5,9.2,100,100,100
Reebok,Liquifect 180 LS,62,80.00,null,13.2,null,null,null
Reebok,Liquifect 180 LS,62,60.00,null,13.2,null,null,null
Reebok,Liquifect 180 SPT,62,56.31,null,13,null,null,null
Reebok,Liquifect 180 SPT,62,80.00,null,13,null,null,null
Saucony,Echelon 7,122,129.95,4,13,90,80,67
Saucony,Echelon 7,122,129.95,4,13,90,80,67
Saucony,Echelon 7,122,130.00,4,13,90,80,67
Saucony,Echelon 7,122,130.00,4,13,90,80,67
Saucony,Fastwitch 9,122,99.95,null,7,null,null,null
Saucony,Freedom 3,122,150.00,null,9,null,null,null
Saucony,Freedom 3,122,150.00,null,9,null,null,null
Saucony,Freedom 3,122,150.00,null,9,null,null,null
Saucony,Freedom ISO2,122,159.95,4,11,71,71,83
Saucony,Freedom ISO2,122,160.00,4,11,71,71,83
Saucony,Freedom ISO2,122,159.95,4,11,71,71,83
Saucony,Guide 13,122,120.00,5,11,100,100,50
Saucony,Guide 13,122,120.00,5,11,100,100,50
Saucony,Guide 13,122,120.00,5,11,100,100,50
Saucony,Hurricane 22,122,160.00,null,11,null,null,null
Saucony,Hurricane 22,122,160.00,null,11,null,null,null
Saucony,Hurricane ISO 5,122,165.00,4,12,100,100,33
Saucony,Kinvara 10,122,109.95,4,9,90,90,80
Saucony,Kinvara 11,122,110.00,4,9,50,100,100
Saucony,Kinvara 11,122,110.00,4,9,50,100,100
Saucony,Kinvara 11,122,110.00,4,9,50,100,100
Saucony,Kinvara 11,122,110.00,4,9,50,100,100
Saucony,Liberty ISO 2,122,160.00,4,10,100,50,100
Saucony,Liberty ISO 2,122,160.00,4,10,100,50,100
Saucony,Liberty ISO 2,122,160.00,4,10,100,50,100
Saucony,Liberty ISO 2,122,160.00,4,10,100,50,100
Saucony,Omni 16,122,71.20,4,11,89,84,58
Saucony,Omni ISO 2,122,130.00,4,11,100,100,100
Saucony,Omni ISO 2,122,130.00,4,11,100,100,100
Saucony,Omni ISO 2,122,130.00,4,11,100,100,100
Saucony,Peregrine 10 GTX,122,140.00,5,12,100,100,100
Saucony,Redeemer ISO 2,122,149.95,3,13,100,67,67
Saucony,Ride ISO,122,120.00,3,11,83,100,67
Saucony,Ride ISO 2,122,120.00,5,10,83,100,92
Saucony,Ride ISO 2,122,120.00,5,10,83,100,92
Saucony,Ride ISO 2,122,120.00,5,10,83,100,92
Saucony,Ride ISO 2,122,120.00,5,10,83,100,92
Saucony,Ride ISO 2,122,120.00,5,10,83,100,92
Saucony,Stretch & Go Breeze,122,70.00,4,10,50,83,83
Saucony,Stretch & Go Breeze,122,70.00,4,10,50,83,83
Saucony,Stretch & Go Breeze,122,62.99,4,10,50,83,83
Saucony,Stretch & Go Ease,122,69.95,3,9,100,100,50
Saucony,Triumph 17,122,150.00,5,10,90,100,70
Saucony,Triumph 17,122,150.00,5,10,90,100,70
Saucony,Type A9,122,100.00,5,6,100,100,100
Saucony,Versafoam Cohesion 12,122,39.95,5,9,90,98,90
Saucony,Versafoam Cohesion 12,122,39.95,5,9,90,98,90
Saucony,Versafoam Cohesion 12,122,39.95,5,9,90,98,90
Saucony,Versafoam Cohesion 12,122,39.95,5,9,90,98,90
Saucony,Versafoam Cohesion 12,122,39.95,5,9,90,98,90
Saucony,Versafoam Cohesion 12,122,39.95,5,9,90,98,90
Saucony,Versafoam Cohesion 13,122,65.00,4,12,100,100,100
Saucony,Versafoam Cohesion 13,122,65.00,4,12,100,100,100
Saucony,Versafoam Cohesion 13,122,65.00,4,12,100,100,100
Saucony,Versafoam Cohesion 13,122,65.00,4,12,100,100,100
Saucony,Versafoam Extol,122,75.00,4,10,100,100,100
Saucony,Versafoam Extol,122,75.00,4,10,100,100,100
Saucony,Versafoam Extol,122,75.00,4,10,100,100,100
Saucony,Versafoam Flame,122,79.95,4,8,50,50,100
Saucony,Versafoam Flame,122,79.95,4,8,50,50,100
Saucony,Versafoam Flame,122,79.95,4,8,50,50,100
Saucony,Versafoam Flare,122,69.95,4,8,100,100,80
Saucony,Versafoam Flare,122,69.95,4,8,100,100,80
Saucony,Versafoam Flare,122,69.95,4,8,100,100,80
Saucony,Versafoam Inferno,122,59.99,4,9,100,100,83
Saucony,Versafoam Inferno,122,59.99,4,9,100,100,83
Saucony,Versafoam Inferno,122,59.99,4,9,100,100,83
Saucony,Versafoam Inferno,122,59.99,4,9,100,100,83
Saucony,Versafoam Shift,122,70.00,null,9,null,null,null
Saucony,Versafoam Shift,122,70.00,null,9,null,null,null
Scott,Palani,62,139.95,null,12,null,null,null
SKECHERS,Go Meb Speed 6,28,120.99,3,5.6,100,100,100
SKECHERS,Go Run 7,28,84.99,4,8,50,50,50
SKECHERS,Go Run 7+,28,125.00,3,9,null,null,null
SKECHERS,Go Run Air,28,49.99,4,12,null,null,null
SKECHERS,Go Run Consistent,28,49.99,5,10,100,100,100
SKECHERS,Go Run Consistent,28,49.99,5,10,100,100,100
SKECHERS,Go Run Consistent,28,49.99,5,10,100,100,100
SKECHERS,Go Run Consistent,28,55.00,5,10,100,100,100
SKECHERS,Go Run Consistent,28,55.00,5,10,100,100,100
SKECHERS,Go Run Consistent,28,55.00,5,10,100,100,100
SKECHERS,Go Run Consistent,28,55.00,5,10,100,100,100
SKECHERS,Go Run Fast,28,44.99,5,9,null,null,null
SKECHERS,Go Run Fast - Arco - 55105,28,55.00,5,9,null,null,null
SKECHERS,Go Run Fast - Valor,28,49.99,5,8,100,100,100
SKECHERS,Go Run Fast - Valor,28,39.99,5,7.2,100,100,71
SKECHERS,Go Run Fast - Valor,28,49.99,5,7.2,100,100,71
SKECHERS,Go Run Focus,28,49.99,5,10,null,null,null
SKECHERS,Go Run Focus - 55161,28,39.99,null,8.4,null,null,null
SKECHERS,Go Run Horizon - Vanish,28,99.95,3,5,null,null,null
SKECHERS,Go Run Pulse,28,55.99,null,8.8,null,null,null
SKECHERS,Go Run Pulse,28,70.00,5,8.4,null,null,null
SKECHERS,Go Run Pulse,28,70.00,null,8.8,null,null,null
SKECHERS,Go Run Pulse,28,55.99,null,8.8,null,null,null
SKECHERS,Go Run Pulse,28,70.00,null,8.8,null,null,null
SKECHERS,Go Run Razor 3,28,130.00,4,7,88,100,86
SKECHERS,Go Run Razor 3,28,130.00,4,7,null,null,null
SKECHERS,Go Run Razor 3,28,130.00,4,7,null,null,null
SKECHERS,Go Run Razor 3,28,130.00,4,7,null,null,null
SKECHERS,Go Run Razor 3 - NY,28,104.99,4,6.8,50,50,100
SKECHERS,Go Run Ride 8,28,104.99,4,10.2,null,null,null
SKECHERS,Go Run Ride 8,28,104.99,4,10.2,null,null,null
SKECHERS,Go Run Ride 8,28,115.00,4,10.2,null,null,null
SKECHERS,Go Run Ride 8,28,115.00,4,10.2,null,null,null
SKECHERS,Go Run Speed Trail,28,87.99,3,8.4,null,null,null
SKECHERS,Go Run Speed Trail,28,99.99,3,8.4,null,null,null
SKECHERS,Go Run Steady,28,59.99,5,12,83,100,100
SKECHERS,Go Run Steady,28,45.99,5,12,83,100,100
SKECHERS,Go Run Vortex,28,59.99,3,12,50,50,100
SKECHERS,Go Run Vortex,28,59.99,3,12,50,50,100
SKECHERS,GOrun Ride 7,28,62.99,4,10,62,75,75
SKECHERS,Horizon,28,72.99,5,9,50,100,50
SKECHERS,Horizon,28,55.99,5,9,50,100,50
SKECHERS,Max Cushion - 54440,28,75.00,4,13,80,80,60
SKECHERS,Max Cushion - 54440,28,75.00,4,13,80,80,60
SKECHERS,Max Cushion - 54440,28,75.00,4,13,80,80,60
SKECHERS,Max Cushion - 54450,28,75.00,5,12,67,67,67
SKECHERS,Max Cushion - 54460,28,75.00,4,13,100,100,100
SKECHERS,Max Cushion - 54460,28,75.00,4,13,100,100,100
SKECHERS,Max Cushion - Wave - 54430,28,52.99,5,13,100,100,67
SKECHERS,Max Cushion - Wave - 54430,28,67.99,5,13,100,100,67
SKECHERS,Max Road 4,28,112.99,4,11,100,100,100
SKECHERS,Max Road 4,28,112.99,4,11,100,100,100
SKECHERS,Max Road 4,28,125.00,4,11,100,100,100
SKECHERS,Pure,28,55.99,5,10,100,100,100
SKECHERS,Pure,28,55.99,5,10,100,100,100
Spira,Aquarius,18,134.95,5,14,100,100,100
Spira,Aquarius,18,134.95,5,14,100,100,100
Spira,Phoenix,18,134.95,null,12,null,null,null
Spira,Phoenix,18,101.21,null,12,null,null,null
Spira,Phoenix,18,101.21,null,12,null,null,null
Spira,Scorpius II,18,139.95,null,14,null,null,null
Spira,Scorpius II,18,139.95,null,14,null,null,null
Spira,Stinger XLT 2,18,129.95,null,12,null,null,null
Spira,Stinger XLT 2,18,129.95,null,12,null,null,null
Spira,Vento,18,108.71,null,12,null,null,null
Spira,Vento,18,117.59,null,12,null,null,null
Spira,Vento,18,144.95,null,12,null,null,null
Topo Athletic,Fli-Lyte 3,7,110.00,4,10,null,null,null
Topo Athletic,Fli-Lyte 3,7,110.00,4,10,null,null,null
Topo Athletic,Magnifly 3,7,107.99,4,10.2,50,100,100
Topo Athletic,Magnifly 3,7,107.99,4,10.2,50,100,100
Topo Athletic,Phantom,7,130.00,4,12,100,100,67
Topo Athletic,Phantom,7,130.00,4,12,100,100,67
Topo Athletic,ST-3,7,100.00,4,8,100,100,50
Topo Athletic,ST-3,7,100.00,4,8,100,100,50
Topo Athletic,ST-3,7,100.00,4,8,100,100,50
Topo Athletic,Ultrafly 2,7,120.00,4,10,100,100,100
Topo Athletic,Ultrafly 2,7,120.00,4,10,100,100,100
Topo Athletic,Ultrafly 2,7,120.00,4,10,100,100,100
Under Armour,Charged Bandit 5,24,80.00,4,11,100,100,50
Under Armour,Charged Bandit 5,24,80.00,4,11,100,100,50
Under Armour,Charged Bandit 5,24,80.00,4,11,100,100,50
Under Armour,Charged Bandit 5,24,80.00,4,11,100,100,50
Under Armour,Charged Escape 3,24,90.00,5,10.4,80,100,100
Under Armour,Charged Escape 3,24,90.00,5,10.4,80,100,100
Under Armour,Charged Escape 3,24,90.00,5,10.4,80,100,100
Under Armour,Charged Escape 3,24,90.00,5,10.4,80,100,100
Under Armour,Charged Escape 3,24,90.00,5,10.4,80,100,100
Under Armour,Charged Impulse,24,75.00,null,8,null,null,null
Under Armour,Charged Impulse,24,75.00,null,8,null,null,null
Under Armour,Charged Impulse,24,75.00,null,8,null,null,null
Under Armour,Charged Impulse,24,75.00,null,8,null,null,null
Under Armour,Charged Impulse,24,75.00,null,8,null,null,null
Under Armour,Charged Intake 4,24,100.00,5,9.5,100,100,100
Under Armour,Charged Intake 4,24,100.00,5,9.5,100,100,100
Under Armour,Charged Intake 4,24,100.00,5,9.5,100,100,100
Under Armour,Charged Pursuit 2,24,52.49,5,10.2,100,100,50
Under Armour,Charged Pursuit 2,24,70.00,5,10.2,100,100,50
Under Armour,Charged Pursuit 2,24,70.00,5,10.2,100,100,50
Under Armour,Charged Pursuit 2,24,70.00,5,10.2,100,100,50
Under Armour,Charged Pursuit 2,24,70.00,5,10.2,100,100,50
Under Armour,Charged Pursuit 2,24,70.00,5,10.2,100,100,50
Under Armour,Charged Pursuit 2,24,70.00,5,10.2,100,100,50
Under Armour,Charged Pursuit 2,24,70.00,5,10.2,100,100,50
Under Armour,Charged Rogue 2,24,80.00,5,10.2,50,100,50
Under Armour,Charged Rogue 2,24,80.00,5,10.2,50,100,50
Under Armour,Charged Rogue 2,24,80.00,5,10.2,50,100,50
Under Armour,Charged Rogue 2,24,80.00,5,10.2,50,100,50
Under Armour,Charged Rogue 2,24,80.00,5,10.2,50,100,50
Under Armour,Charged Rogue 2 Marble,24,80.00,null,9,null,null,null
Under Armour,Charged Rogue 2 Marble,24,80.00,null,9,null,null,null
Under Armour,HOVR Guardian 2,24,120.00,3,12,100,100,50
Under Armour,HOVR Guardian 2,24,120.00,3,12,100,100,50
Under Armour,HOVR Infinite 2,24,120.00,3,12,50,100,50
Under Armour,HOVR Infinite 2,24,120.00,3,12,50,100,50
Under Armour,HOVR Infinite 2,24,77.99,3,12,50,100,50
Under Armour,HOVR Infinite 2,24,120.00,3,12,50,100,50
Under Armour,HOVR Infinite 2,24,120.00,3,12,50,100,50
Under Armour,HOVR Sonic 3,24,110.00,5,9,100,100,100
Under Armour,HOVR Sonic 3,24,110.00,5,9,100,100,100
Under Armour,HOVR Sonic 3,24,110.00,5,9,100,100,100
Under Armour,HOVR Sonic 3,24,110.00,5,9,100,100,100
Under Armour,HOVR Sonic 3,24,82.50,5,9,100,100,100
Under Armour,HOVR Sonic 3,24,110.00,5,9,100,100,100
Under Armour,HOVR Sonic 3,24,110.00,5,9,100,100,100
Under Armour,HOVR Sonic 3,24,110.00,5,9,100,100,100
Under Armour,Surge SE 4E,24,50.29,5,12,86,86,57
Under Armour,Surge SE Twist,24,65.00,null,9.6,null,null,null
Under Armour,Surge SE Twist,24,65.00,null,9.6,null,null,null
Under Armour,UA Charged Assert 8,24,70.00,5,11,67,94,72
Under Armour,UA Charged Assert 8,24,70.00,5,11,67,94,72
Under Armour,UA Charged Assert 8,24,58.89,5,11,67,94,72
Under Armour,UA Charged Assert 8,24,70.00,5,11,67,94,72
Under Armour,UA Charged Assert 8,24,70.00,5,11,67,94,72
Under Armour,UA Charged Assert 8,24,70.00,5,11,67,94,72
Under Armour,UA Charged Assert 8,24,69.99,5,11,67,94,72
Under Armour,UA Charged Europa 2,24,67.50,5,13,100,100,100
Under Armour,UA Charged Intake 3,24,75.00,5,11.4,95,100,76
Under Armour,UA Charged Rogue,24,60.00,4,12,79,81,81
Under Armour,UA Charged Rogue Twist,24,60.00,3,9,67,100,67
Under Armour,UA Hovr Sonic 2,24,81.25,4,13,81,94,67
Under Armour,UA Hovr Sonic 2,24,81.25,4,13,81,94,67
Under Armour,UA Surge SE,24,48.75,5,10.9,100,93,60
Vibram FiveFingers,Classic,21,80.00,5,7,67,100,67
Vibram FiveFingers,V-Run,21,129.95,4,4,72,94,47
Vibram FiveFingers,V-Run,21,130.00,4,4,72,94,47
